NAME;PRED
1m5d_1m5d_ligand;13.596144
5d1u_5d1u_ligand;1.9181498
3m55_3m55_ligand;4.1274476
1nfs_1nfs_ligand;5.8650775
6htz_6htz_ligand;4.4994936
1wbw_1wbw_ligand;13.598402
5ly2_5ly2_ligand;-1.8559341
4qo9_4qo9_ligand;10.94438
4euc_4euc_ligand;5.5196457
5gjg_5gjg_ligand;3.8216083
3ds6_3ds6_ligand;8.591421
4e9c_4e9c_ligand;1.1640816
5ddb_5ddb_ligand;13.652048
2adu_2adu_ligand;13.381252
4n7g_4n7g_ligand;2.4026787
3d14_3d14_ligand;12.823061
2xvn_2xvn_ligand;12.475584
1a5v_1a5v_ligand;13.584155
6hry_6hry_ligand;13.326659
5j7s_5j7s_ligand;3.930236
5nhl_5nhl_ligand;4.313005
1e06_1e06_ligand;13.315159
5zh4_5zh4_ligand;5.3563004
6bsx_6bsx_ligand;13.737443
4hdc_4hdc_ligand;13.488072
4as9_4as9_ligand;6.5417833
6iil_6iil_ligand;13.464658
4aw8_4aw8_ligand;13.281547
6hvj_6hvj_ligand;4.230527
1syo_1syo_ligand;11.084515
2k3w_2k3w_ligand;-0.1866446
6s88_6s88_ligand;13.632907
6qmt_6qmt_ligand;5.735609
6bu3_6bu3_ligand;13.529027
6mey_6mey_ligand;13.151264
6gva_6gva_ligand;13.437696
4cd6_4cd6_ligand;13.507461
1o2k_1o2k_ligand;5.7470126
5u69_5u69_ligand;13.682095
4ufe_4ufe_ligand;4.4629374
2h23_2h23_ligand;4.7534566
2qcm_2qcm_ligand;12.7341795
2zva_2zva_ligand;5.292384
5n8t_5n8t_ligand;0.0083866
6n4t_6n4t_ligand;0.4756016
5oae_5oae_ligand;13.197398
1bqm_1bqm_ligand;13.635225
4meo_4meo_ligand;13.467725
4lpb_4lpb_ligand;12.924723
5ut4_5ut4_ligand;6.1358004
4nmq_4nmq_ligand;-0.0036345
2hwi_2hwi_ligand;13.669539
3bel_3bel_ligand;8.569117
5d1n_5d1n_ligand;6.2248893
5aly_5aly_ligand;12.77344
3bcn_3bcn_ligand;4.4506483
1qaq_1qaq_ligand;3.9859424
3uat_3uat_ligand;-1.7503318
1qm5_1qm5_ligand;13.986734
4hgl_4hgl_ligand;10.76231
3er3_3er3_ligand;3.0437589
2y3p_2y3p_ligand;6.9154024
3qzt_3qzt_ligand;1.2878199
1i8h_1i8h_ligand;-1.812964
1j07_1j07_ligand;4.7471714
1ms0_1ms0_ligand;12.575021
4nrm_4nrm_ligand;13.254986
3v66_3v66_ligand;13.332109
6hhh_6hhh_ligand;4.0366015
5nb6_5nb6_ligand;8.3643
2xm9_2xm9_ligand;13.317415
1ntk_1ntk_ligand;13.286437
3k83_3k83_ligand;11.792456
1ke0_1ke0_ligand;13.438565
2p9a_2p9a_ligand;13.503508
4gvm_4gvm_ligand;10.783029
